,Date,Open,High,Low,Close,Volume
,"May 1, 2019",77.24,77.97,76.83,76.94,"254,943"
,"May 2, 2019",76.84,77.49,76.36,76.96,"357,433"
,"May 3, 2019",77.05,78.14,76.27,77.94,"322,471"
,"May 6, 2019",77.31,78.44,77.31,78.28,"394,154"
,"May 7, 2019",77.11,78.38,76.53,76.87,"652,809"
,"May 8, 2019",76.95,77.72,76.57,76.85,"440,053"
,"May 9, 2019",76.75,77.38,75.80,77.11,"617,675"
,"May 10, 2019",77.19,78.19,77.15,77.89,"665,340"
,"May 13, 2019",77.29,77.83,76.70,77.66,"736,072"
,"May 14, 2019",77.72,78.50,77.04,77.40,"700,954"
,"May 15, 2019",77.12,78.69,77.06,77.84,"1,374,442"
,"May 16, 2019",78.37,81.67,77.13,78.84,"3,595,895"
,"May 17, 2019",78.75,82.76,78.02,82.17,"1,796,036"
,"May 20, 2019",82.99,82.99,81.45,82.00,"1,290,152"
,"May 21, 2019",81.66,82.75,81.21,82.18,"1,035,312"
,"May 22, 2019",82.34,82.83,81.65,81.95,"626,492"
,"May 23, 2019",81.69,81.77,80.54,80.86,"472,960"
,"May 24, 2019",80.84,81.19,79.79,80.38,"564,679"
,"May 28, 2019",80.03,80.82,79.66,80.02,"480,074"
,"May 29, 2019",80.15,80.51,78.27,78.98,"654,184"
,"May 30, 2019",79.00,82.47,78.90,82.30,"718,622"
,"May 31, 2019",81.90,83.43,81.30,83.20,"743,216"
,"Jun 3, 2019",83.40,83.72,81.91,81.99,"567,464"
,"Jun 4, 2019",82.55,84.68,82.52,84.51,"552,555"
,"Jun 5, 2019",84.66,86.62,84.57,86.44,"659,029"
,"Jun 6, 2019",86.73,86.97,85.68,86.70,"609,533"
,"Jun 7, 2019",86.82,87.84,86.03,86.51,"520,843"
,"Jun 10, 2019",86.67,86.97,84.81,85.33,"421,145"
,"Jun 11, 2019",85.33,85.82,84.57,84.76,"303,539"
,"Jun 12, 2019",84.56,85.93,84.56,85.76,"255,620"
,"Jun 13, 2019",85.72,86.73,85.41,85.65,"275,016"
,"Jun 14, 2019",85.71,86.34,84.87,85.52,"304,519"
,"Jun 17, 2019",85.76,86.74,85.11,86.53,"410,236"
,"Jun 18, 2019",86.76,87.39,86.07,86.36,"338,115"
,"Jun 19, 2019",86.26,86.56,84.35,85.62,"305,843"
,"Jun 20, 2019",85.93,85.93,84.79,85.36,"283,057"
,"Jun 21, 2019",85.18,85.85,84.92,85.08,"358,779"
,"Jun 24, 2019",84.86,85.63,82.65,82.85,"418,055"
,"Jun 25, 2019",81.57,83.41,80.27,80.34,"557,497"
,"Jun 26, 2019",80.44,80.64,78.86,79.58,"418,026"
,"Jun 27, 2019",79.91,81.56,79.91,81.26,"528,209"
,"Jun 28, 2019",81.18,82.52,80.80,81.39,"651,347"
,"Jul 1, 2019",81.50,82.17,78.58,79.87,"655,403"
,"Jul 2, 2019",80.13,81.78,79.05,81.40,"417,874"
,"Jul 3, 2019",81.21,81.97,81.10,81.82,"157,625"
,"Jul 5, 2019",81.49,81.77,80.41,81.33,"271,287"
,"Jul 8, 2019",81.39,82.27,80.50,81.29,"437,948"
,"Jul 9, 2019",81.00,81.88,79.89,81.14,"517,987"
,"Jul 10, 2019",81.17,81.71,79.29,79.64,"434,120"
,"Jul 11, 2019",79.83,79.90,77.40,78.19,"484,056"
,"Jul 12, 2019",77.75,78.75,77.55,78.46,"278,824"
,"Jul 15, 2019",78.48,78.57,77.27,78.14,"232,657"
,"Jul 16, 2019",78.01,78.35,76.40,76.63,"402,231"
,"Jul 17, 2019",76.76,78.13,76.53,77.76,"420,370"
,"Jul 18, 2019",77.51,77.77,76.59,77.52,"268,423"
,"Jul 19, 2019",77.37,78.25,76.94,77.00,"353,347"
,"Jul 22, 2019",76.95,76.95,74.32,75.28,"704,532"
,"Jul 23, 2019",75.65,75.92,72.66,73.39,"909,992"
,"Jul 24, 2019",73.40,74.93,73.00,74.75,"463,173"
,"Jul 25, 2019",74.68,75.57,74.32,74.90,"409,460"
,"Jul 26, 2019",75.22,75.88,75.00,75.76,"406,546"
,"Jul 29, 2019",75.37,75.78,73.92,74.23,"451,402"
,"Jul 30, 2019",74.01,74.35,72.15,72.44,"507,467"
,"Jul 31, 2019",72.28,73.34,70.92,71.83,"598,251"
,"Aug 1, 2019",72.10,73.09,71.50,72.70,"692,185"
,"Aug 2, 2019",72.37,73.46,72.36,72.92,"371,262"
,"Aug 5, 2019",72.21,73.23,70.77,73.06,"722,310"
,"Aug 6, 2019",73.50,74.00,72.24,72.45,"514,513"
,"Aug 7, 2019",72.26,74.47,71.90,74.43,"809,446"
,"Aug 8, 2019",83.39,88.12,80.79,86.97,"2,887,562"
,"Aug 9, 2019",88.00,88.92,86.76,87.62,"968,746"
,"Aug 12, 2019",87.63,89.02,87.37,87.56,"632,684"
,"Aug 13, 2019",88.62,89.60,87.97,89.06,"596,829"
,"Aug 14, 2019",88.16,90.32,87.83,89.34,"595,751"
,"Aug 15, 2019",89.58,90.07,88.64,88.65,"530,376"
,"Aug 16, 2019",88.38,88.64,87.08,87.55,"520,348"
,"Aug 19, 2019",87.84,88.46,86.33,86.57,"544,891"
,"Aug 20, 2019",86.58,88.00,85.66,87.69,"562,513"
,"Aug 21, 2019",87.97,88.85,85.95,86.37,"610,164"
,"Aug 22, 2019",86.88,88.24,86.29,86.34,"598,875"
,"Aug 23, 2019",86.09,86.87,85.51,86.08,"384,192"
,"Aug 26, 2019",86.26,87.15,85.57,85.81,"427,983"
,"Aug 27, 2019",86.05,86.41,84.64,84.73,"423,302"
,"Aug 28, 2019",84.66,85.90,84.43,85.71,"530,633"
,"Aug 29, 2019",86.23,86.29,84.64,84.85,"405,821"
,"Aug 30, 2019",84.95,85.83,84.26,85.32,"457,052"
,"Sep 3, 2019",85.09,85.41,83.69,84.28,"541,793"
,"Sep 4, 2019",84.27,86.28,83.90,85.72,"450,780"
,"Sep 5, 2019",85.87,87.74,85.84,86.82,"502,608"
,"Sep 6, 2019",86.80,88.46,86.14,88.13,"496,347"
,"Sep 9, 2019",88.02,89.25,87.63,88.91,"451,025"
,"Sep 10, 2019",89.07,90.10,87.28,90.03,"482,639"
,"Sep 11, 2019",90.12,90.40,88.89,89.13,"557,828"
,"Sep 12, 2019",89.30,89.78,86.69,86.82,"562,610"
,"Sep 13, 2019",87.32,89.17,86.94,87.98,"364,066"
,"Sep 16, 2019",87.74,89.52,87.21,89.38,"300,994"
,"Sep 17, 2019",88.91,90.45,88.91,89.63,"317,949"
,"Sep 18, 2019",89.46,90.48,88.54,89.79,"386,749"
,"Sep 19, 2019",89.44,90.25,88.87,89.41,"303,595"
,"Sep 20, 2019",89.30,90.26,88.95,89.57,"558,197"
,"Sep 23, 2019",89.27,90.66,89.11,90.02,"395,696"
,"Sep 24, 2019",90.36,90.79,89.67,90.28,"326,936"
,"Sep 25, 2019",90.25,90.74,89.73,90.13,"235,547"
,"Sep 26, 2019",89.92,90.70,89.28,90.22,"319,844"
,"Sep 27, 2019",90.13,91.30,90.01,90.45,"282,695"
,"Sep 30, 2019",90.93,91.66,89.81,91.12,"488,629"
,"Oct 1, 2019",91.11,92.93,90.61,91.65,"510,255"
,"Oct 2, 2019",91.55,92.86,91.01,91.68,"517,408"
,"Oct 3, 2019",91.46,92.44,91.12,92.40,"275,299"
,"Oct 4, 2019",92.41,93.12,90.64,91.77,"367,047"
,"Oct 7, 2019",91.92,92.38,90.27,90.36,"328,557"
,"Oct 8, 2019",89.87,90.54,89.04,89.99,"365,567"
,"Oct 9, 2019",90.41,90.97,89.66,90.83,"210,730"
,"Oct 10, 2019",90.85,91.19,90.00,90.56,"374,519"
,"Oct 11, 2019",91.31,92.17,90.16,91.25,"418,792"
,"Oct 14, 2019",91.09,91.25,88.71,88.88,"329,032"
,"Oct 15, 2019",88.76,88.80,87.15,87.61,"575,188"
,"Oct 16, 2019",87.25,87.71,85.35,86.60,"540,420"
,"Oct 17, 2019",86.65,86.95,85.44,86.34,"275,838"
,"Oct 18, 2019",85.94,86.72,84.63,85.88,"509,699"
,"Oct 21, 2019",85.88,86.37,84.69,84.83,"415,560"
,"Oct 22, 2019",84.70,85.32,83.40,83.52,"391,906"
,"Oct 23, 2019",83.49,84.37,83.00,83.97,"459,968"
,"Oct 24, 2019",83.96,84.19,83.21,83.51,"292,735"
,"Oct 25, 2019",83.42,85.35,83.41,84.34,"300,884"
,"Oct 28, 2019",84.25,84.58,83.46,83.50,"299,070"
,"Oct 29, 2019",83.66,84.40,83.42,83.57,"271,650"
,"Oct 30, 2019",83.58,84.84,83.35,84.43,"296,493"
,"Oct 31, 2019",84.36,85.14,83.72,84.02,"282,656"
,"Nov 1, 2019",84.09,84.42,81.81,82.32,"535,567"
,"Nov 4, 2019",82.58,83.38,82.02,82.68,"414,368"
,"Nov 5, 2019",82.70,84.78,82.30,84.54,"291,107"
,"Nov 6, 2019",84.54,85.17,84.15,84.24,"349,441"
,"Nov 7, 2019",84.54,85.17,84.15,84.24,22
,"Nov 8, 2019",84.93,85.24,84.00,84.52,"414,376"
,"Nov 11, 2019",84.42,85.69,83.98,84.87,"525,074"
,"Nov 12, 2019",84.99,85.35,83.09,83.38,"506,300"
,"Nov 13, 2019",82.95,85.26,82.95,84.64,"471,807"
,"Nov 14, 2019",84.92,86.80,84.71,85.59,"457,871"
,"Nov 15, 2019",86.08,86.57,85.22,86.17,"590,032"
,"Nov 18, 2019",85.92,85.92,84.39,85.34,"582,644"
,"Nov 19, 2019",85.46,85.69,84.42,84.92,"544,143"
,"Nov 20, 2019",84.45,85.27,83.52,84.81,"1,319,696"
,"Nov 21, 2019",87.04,89.10,79.52,80.61,"2,551,192"
,"Nov 22, 2019",80.12,80.38,77.61,77.81,"1,056,767"
,"Nov 25, 2019",77.73,78.31,76.60,78.05,"719,707"
,"Nov 26, 2019",77.26,78.68,77.10,77.59,"604,024"
,"Nov 27, 2019",77.51,78.88,77.10,78.74,"414,156"
,"Nov 29, 2019",78.93,79.47,78.11,79.29,"570,041"
,"Dec 2, 2019",79.31,80.82,79.01,80.07,"563,142"
,"Dec 3, 2019",79.33,80.85,79.11,79.58,"740,758"
,"Dec 4, 2019",79.37,79.74,77.59,77.64,"718,346"
,"Dec 5, 2019",77.97,79.08,77.49,78.74,"545,194"
,"Dec 6, 2019",78.78,79.94,78.57,79.60,"382,314"
,"Dec 9, 2019",79.65,80.14,77.85,77.90,"541,953"
,"Dec 10, 2019",77.97,78.36,77.14,77.79,"356,386"
,"Dec 11, 2019",77.77,78.30,77.08,77.62,"487,551"
,"Dec 12, 2019",76.11,79.23,75.78,77.72,"795,197"
,"Dec 13, 2019",77.99,78.11,76.82,77.04,"480,967"
,"Dec 16, 2019",77.05,77.41,75.17,75.23,"684,366"
,"Dec 17, 2019",75.55,76.42,75.31,75.98,"656,180"
,"Dec 18, 2019",76.02,77.61,75.79,77.14,"451,067"
,"Dec 19, 2019",76.81,78.35,76.58,77.19,"601,626"
,"Dec 20, 2019",77.46,79.00,76.98,77.58,"592,662"
,"Dec 23, 2019",77.59,78.40,77.30,77.91,"326,528"
,"Dec 24, 2019",77.77,78.37,77.35,77.48,"152,036"
,"Dec 26, 2019",77.66,78.25,77.23,77.54,"311,258"
,"Dec 27, 2019",77.91,78.14,76.87,76.99,"313,679"
,"Dec 30, 2019",76.96,77.71,76.29,77.44,"373,149"
,"Dec 31, 2019",77.38,79.05,77.38,78.03,"559,801"
,"Jan 2, 2020",78.10,79.47,77.93,79.43,"391,462"
,"Jan 3, 2020",78.86,79.66,78.84,79.33,"385,450"
,"Jan 6, 2020",79.16,79.78,78.29,79.45,"455,125"
,"Jan 7, 2020",79.17,79.56,78.51,79.17,"327,609"
,"Jan 8, 2020",78.82,79.97,78.80,79.75,"310,833"
,"Jan 9, 2020",79.80,79.87,78.63,78.69,"459,284"
,"Jan 10, 2020",78.69,79.33,77.83,78.27,"478,076"
,"Jan 13, 2020",78.17,78.95,77.97,78.45,"352,757"
,"Jan 14, 2020",78.25,79.96,78.25,79.88,"717,041"
,"Jan 15, 2020",79.99,81.75,79.44,80.95,"583,399"
,"Jan 16, 2020",81.20,81.61,80.15,80.43,"417,360"
,"Jan 17, 2020",80.48,81.40,80.15,80.90,"410,294"
,"Jan 21, 2020",80.69,81.77,79.97,81.69,"395,674"
,"Jan 22, 2020",81.96,83.71,81.69,83.23,"450,162"
,"Jan 23, 2020",83.01,83.94,82.52,83.61,"261,782"
,"Jan 24, 2020",83.57,83.75,82.01,82.49,"283,287"
,"Jan 27, 2020",81.82,82.42,80.94,81.97,"255,953"
,"Jan 28, 2020",82.35,83.62,82.35,82.79,"289,369"
,"Jan 29, 2020",83.02,83.81,82.71,82.90,"244,424"
,"Jan 30, 2020",82.54,84.00,82.18,82.66,"307,976"
,"Jan 31, 2020",82.66,82.89,81.38,81.75,"480,726"
,"Feb 3, 2020",81.71,82.96,81.59,81.82,"322,246"
,"Feb 4, 2020",82.31,83.14,81.73,82.74,"243,484"
,"Feb 5, 2020",83.02,84.75,82.27,84.28,"360,698"
,"Feb 6, 2020",84.47,85.00,83.61,84.27,"274,007"
,"Feb 7, 2020",84.13,84.91,83.69,84.67,"271,682"
,"Feb 10, 2020",84.75,86.54,84.75,86.32,"323,079"
,"Feb 11, 2020",89.09,89.25,86.91,86.96,"644,494"
,"Feb 12, 2020",86.86,87.84,86.56,87.14,"330,308"
,"Feb 13, 2020",87.39,88.89,87.16,88.84,"486,160"
,"Feb 14, 2020",88.45,89.45,87.74,88.31,"396,961"
,"Feb 18, 2020",87.89,88.63,87.29,88.11,"618,684"
,"Feb 19, 2020",88.17,89.59,87.44,88.76,"780,396"
,"Feb 20, 2020",84.11,88.25,83.11,87.62,"1,142,504"
,"Feb 21, 2020",86.69,89.59,86.12,89.34,"661,115"
,"Feb 24, 2020",87.80,89.27,85.62,86.76,"584,221"
,"Feb 25, 2020",86.72,87.23,82.12,82.16,"648,552"
,"Feb 26, 2020",82.42,82.42,78.77,78.88,"660,556"
,"Feb 27, 2020",77.82,78.73,73.67,73.88,"883,051"
,"Feb 28, 2020",72.17,72.82,67.59,68.86,"1,286,468"
,"Mar 2, 2020",69.09,71.95,67.19,71.63,"1,182,699"
,"Mar 3, 2020",71.60,73.15,69.67,70.59,"657,560"
,"Mar 4, 2020",71.91,71.96,67.80,70.52,"538,441"
,"Mar 5, 2020",68.95,68.95,62.49,63.76,"945,049"
,"Mar 6, 2020",62.13,63.85,61.00,62.14,"620,788"
,"Mar 9, 2020",54.60,57.28,52.62,52.63,"932,436"
,"Mar 10, 2020",54.52,56.87,50.79,56.56,"873,112"
,"Mar 11, 2020",54.58,54.80,45.62,47.11,"1,070,890"
,"Mar 12, 2020",42.31,43.44,39.63,39.65,"1,041,110"
,"Mar 13, 2020",42.52,44.98,38.46,43.56,"729,771"
,"Mar 16, 2020",37.62,38.49,29.09,29.51,"1,046,602"
,"Mar 17, 2020",30.35,32.50,22.76,23.25,"2,626,162"
,"Mar 18, 2020",21.70,22.50,16.81,18.59,"1,810,134"
,"Mar 19, 2020",19.56,24.40,17.19,23.61,"2,460,265"
,"Mar 20, 2020",24.47,28.70,23.17,23.57,"2,266,836"
,"Mar 23, 2020",23.97,27.00,22.78,26.10,"2,040,022"
,"Mar 24, 2020",29.00,33.83,28.75,32.34,"2,111,476"
,"Mar 25, 2020",32.50,39.33,32.49,37.49,"2,897,081"
,"Mar 26, 2020",37.01,39.94,34.70,35.31,"1,663,735"
,"Mar 27, 2020",33.59,33.59,28.70,29.52,"1,784,548"
,"Mar 30, 2020",30.85,31.78,27.71,31.07,"1,526,128"
,"Mar 31, 2020",30.73,35.47,30.73,35.05,"1,651,219"
,"Apr 1, 2020",33.03,34.02,29.16,31.88,"1,509,526"
,"Apr 2, 2020",31.34,33.79,30.31,31.82,"1,033,061"
,"Apr 3, 2020",32.20,32.57,29.88,31.84,"923,124"
,"Apr 6, 2020",34.72,37.61,33.91,37.28,"1,220,453"
,"Apr 7, 2020",43.06,45.35,38.05,40.13,"1,341,055"
,"Apr 8, 2020",41.25,45.50,40.26,43.87,"1,242,237"
,"Apr 9, 2020",46.00,48.39,43.79,45.03,"1,056,851"
,"Apr 13, 2020",45.05,45.99,41.80,43.29,"732,320"
,"Apr 14, 2020",44.80,46.11,43.21,44.33,"778,140"
,"Apr 15, 2020",42.11,43.87,41.56,43.34,"944,368"
,"Apr 16, 2020",47.75,53.27,47.75,52.68,"3,059,988"
,"Apr 17, 2020",55.06,57.36,51.36,56.40,"1,979,641"
,"Apr 20, 2020",54.94,58.37,53.09,54.12,"983,613"
,"Apr 21, 2020",52.12,55.72,52.11,53.29,"731,984"
,"Apr 22, 2020",54.22,57.49,54.10,55.85,"759,939"
,"Apr 23, 2020",56.87,56.92,52.83,54.00,"953,788"
,"Apr 24, 2020",55.01,56.58,53.75,55.90,"790,240"
,"Apr 27, 2020",56.09,59.35,56.08,59.10,"745,588"
,"Apr 28, 2020",60.63,62.97,58.20,60.74,"1,060,718"
,"Apr 29, 2020",63.01,64.63,62.47,62.96,"803,962"
