,Date,Open,High,Low,Close,Volume
,"Jan 9, 2020",142.06,143.55,142.00,142.89,"312,636"
,"Jan 10, 2020",143.12,143.12,141.60,142.40,"245,692"
,"Jan 13, 2020",142.49,142.49,140.49,141.71,"789,754"
,"Jan 14, 2020",141.48,143.36,141.48,142.93,"587,123"
,"Jan 15, 2020",143.04,143.76,142.92,143.31,"133,464"
,"Jan 16, 2020",143.79,144.85,143.14,144.79,"218,379"
,"Jan 17, 2020",144.82,146.01,144.44,145.70,"452,548"
,"Jan 20, 2020",145.34,145.59,144.18,144.92,"177,693"
,"Jan 21, 2020",145.05,145.60,143.68,144.19,"374,694"
,"Jan 22, 2020",144.49,145.47,144.25,144.71,"149,478"
,"Jan 23, 2020",144.69,145.58,144.20,145.47,"99,730"
,"Jan 24, 2020",145.65,146.83,144.25,144.92,"169,817"
,"Jan 27, 2020",143.41,145.65,142.85,145.25,"209,680"
,"Jan 28, 2020",145.61,145.77,144.70,144.78,"131,305"
,"Jan 29, 2020",145.15,146.29,143.96,144.33,"206,263"
,"Jan 30, 2020",142.05,143.65,141.52,142.00,"232,431"
,"Jan 31, 2020",142.16,142.68,140.94,141.93,"282,771"
,"Feb 3, 2020",142.18,143.23,141.53,141.66,"290,299"
,"Feb 4, 2020",142.96,144.36,142.18,143.63,"201,064"
,"Feb 5, 2020",144.27,145.67,143.89,145.26,"165,954"
,"Feb 6, 2020",145.48,145.98,144.96,144.97,"187,362"
,"Feb 7, 2020",144.98,145.29,143.36,143.36,"270,979"
,"Feb 10, 2020",143.24,145.06,143.24,144.02,"340,823"
,"Feb 11, 2020",144.00,144.37,142.94,143.45,"182,731"
,"Feb 12, 2020",143.94,145.08,142.75,144.85,"248,861"
,"Feb 13, 2020",149.00,153.90,143.73,146.30,"926,903"
,"Feb 14, 2020",146.62,151.64,146.49,148.91,"693,028"
,"Feb 18, 2020",148.60,152.32,148.33,151.44,"545,577"
,"Feb 19, 2020",151.85,151.85,149.46,151.00,"279,028"
,"Feb 20, 2020",151.13,151.13,149.06,149.53,"210,439"
,"Feb 21, 2020",149.59,149.63,147.40,147.74,"439,251"
,"Feb 24, 2020",145.50,146.08,144.07,144.89,"264,884"
,"Feb 25, 2020",145.00,145.78,140.29,140.60,"358,423"
,"Feb 26, 2020",140.96,142.04,139.40,139.61,"417,757"
,"Feb 27, 2020",138.46,138.46,134.75,136.48,"231,064"
,"Feb 28, 2020",134.02,134.08,129.57,131.99,"823,264"
,"Mar 2, 2020",132.41,134.08,130.00,133.86,"439,697"
,"Mar 3, 2020",133.73,136.10,131.78,132.09,"332,062"
,"Mar 4, 2020",133.60,134.35,131.29,132.44,"474,433"
,"Mar 5, 2020",131.01,131.38,129.07,129.41,"359,756"
,"Mar 6, 2020",127.83,129.64,126.05,126.65,"448,249"
,"Mar 9, 2020",104.90,122.94,104.90,115.64,"837,870"
,"Mar 10, 2020",118.01,122.12,116.93,121.27,"738,833"
,"Mar 11, 2020",119.79,119.84,114.09,114.20,"537,891"
,"Mar 12, 2020",108.06,109.90,89.52,91.59,"1,225,690"
,"Mar 13, 2020",95.94,100.74,86.51,100.36,"1,206,965"
,"Mar 16, 2020",92.68,94.05,85.90,86.78,"754,799"
,"Mar 17, 2020",88.06,89.94,76.56,78.80,"998,063"
,"Mar 18, 2020",77.85,77.88,67.15,74.31,"883,126"
,"Mar 19, 2020",74.15,87.42,73.80,84.25,"748,320"
,"Mar 20, 2020",84.95,92.86,80.54,81.27,"950,406"
,"Mar 23, 2020",80.84,81.00,71.31,73.14,"819,459"
,"Mar 24, 2020",77.86,84.94,75.45,83.80,"513,335"
,"Mar 25, 2020",84.31,97.90,82.96,94.46,"777,234"
,"Mar 26, 2020",94.46,98.39,86.32,87.31,"453,699"
,"Mar 27, 2020",85.55,87.43,82.17,86.11,"365,416"
,"Mar 30, 2020",86.43,87.57,84.20,85.87,"543,330"
,"Mar 31, 2020",86.93,92.14,83.76,84.94,"1,020,866"
,"Apr 1, 2020",83.40,84.44,80.30,82.21,"665,976"
,"Apr 2, 2020",82.74,85.48,82.06,82.64,"657,952"
,"Apr 3, 2020",82.95,85.02,80.89,81.59,"561,731"
,"Apr 6, 2020",85.00,88.00,84.26,85.89,"866,282"
,"Apr 7, 2020",90.18,95.40,90.18,90.95,"847,483"
,"Apr 8, 2020",91.83,92.56,89.20,91.33,"562,104"
,"Apr 9, 2020",92.71,96.84,91.57,92.96,"467,532"
,"Apr 13, 2020",93.48,93.84,89.81,90.15,"493,800"
,"Apr 14, 2020",91.97,96.23,91.37,95.58,"480,778"
,"Apr 15, 2020",93.65,98.10,92.20,96.75,"550,946"
,"Apr 16, 2020",97.91,98.00,92.50,92.50,"559,186"
,"Apr 17, 2020",96.91,99.88,96.01,98.62,"468,621"
,"Apr 20, 2020",97.60,99.80,95.10,96.58,"384,284"
,"Apr 21, 2020",95.24,95.53,92.03,92.07,"613,701"
,"Apr 22, 2020",93.79,95.15,92.72,94.68,"295,532"
,"Apr 23, 2020",95.10,96.19,93.40,93.87,"241,662"
,"Apr 24, 2020",93.89,95.30,93.50,95.30,"233,092"
,"Apr 27, 2020",96.47,97.70,95.57,97.63,"312,397"
